date,station_id,precip_in
2026-01-19,KOJC,0.0
2026-01-19,KIXD,0.0
2026-01-19,KLWC,0.0
2026-01-19,KMCI,0.0
2026-01-19,KOJC,0.0
2026-01-19,KIXD,0.0
2026-01-19,KLWC,0.0
2026-01-19,KMCI,0.0
2026-01-20,KOJC,0.0
2026-01-20,KIXD,0.0
2026-01-20,KLWC,0.0
2026-01-20,KMCI,0.0
2026-01-20,KOJC,0.0
2026-01-20,KIXD,0.0
2026-01-20,KLWC,0.0
2026-01-20,KMCI,0.0
2026-01-21,KOJC,0.0
2026-01-21,KIXD,0.0
2026-01-21,KLWC,0.0
2026-01-21,KMCI,0.0
2026-01-21,KOJC,0.0
2026-01-21,KIXD,0.0
2026-01-21,KLWC,0.0
2026-01-21,KMCI,0.0
2026-01-22,KOJC,0.0
2026-01-22,KIXD,0.0
2026-01-22,KLWC,0.0
2026-01-22,KMCI,0.0
2026-01-22,KOJC,0.0
2026-01-22,KIXD,0.0
2026-01-22,KLWC,0.0
2026-01-22,KMCI,0.0
2026-01-23,KOJC,0.0
2026-01-23,KIXD,0.001
2026-01-23,KLWC,0.001
2026-01-23,KMCI,0.0
2026-01-23,KOJC,0.0
2026-01-23,KIXD,0.001
2026-01-23,KLWC,0.001
2026-01-23,KMCI,0.0
2026-01-24,KOJC,0.03
2026-01-24,KIXD,0.001
2026-01-24,KLWC,0.05
2026-01-24,KMCI,0.06
2026-01-24,KOJC,0.03
2026-01-24,KIXD,0.001
2026-01-24,KLWC,0.05
2026-01-24,KMCI,0.06
2026-01-25,KOJC,0.001
2026-01-25,KIXD,0.001
2026-01-25,KLWC,0.01
2026-01-25,KMCI,0.001
2026-01-25,KOJC,0.001
2026-01-25,KIXD,0.001
2026-01-25,KLWC,0.01
2026-01-25,KMCI,0.001
2026-01-26,KOJC,0.0
2026-01-26,KIXD,0.0
2026-01-26,KLWC,0.0
2026-01-26,KMCI,0.0
2026-01-26,KOJC,0.0
2026-01-26,KIXD,0.0
2026-01-26,KLWC,0.0
2026-01-26,KMCI,0.0
2026-01-27,KOJC,0.0
2026-01-27,KIXD,0.0
2026-01-27,KLWC,0.0
2026-01-27,KMCI,0.0
2026-01-27,KOJC,0.0
2026-01-27,KIXD,0.0
2026-01-27,KLWC,0.0
2026-01-27,KMCI,0.0
2026-01-28,KOJC,0.0
2026-01-28,KIXD,0.0
2026-01-28,KLWC,0.0
2026-01-28,KMCI,0.0
2026-01-28,KOJC,0.0
2026-01-28,KIXD,0.0
2026-01-28,KLWC,0.0
2026-01-28,KMCI,0.0
2026-01-29,KOJC,0.0
2026-01-29,KIXD,0.0
2026-01-29,KLWC,0.0
2026-01-29,KMCI,0.0
2026-01-29,KOJC,0.0
2026-01-29,KIXD,0.0
2026-01-29,KLWC,0.0
2026-01-29,KMCI,0.0
2026-01-30,KOJC,0.001
2026-01-30,KIXD,0.001
2026-01-30,KLWC,0.001
2026-01-30,KMCI,0.001
2026-01-30,KOJC,0.001
2026-01-30,KIXD,0.001
2026-01-30,KLWC,0.001
2026-01-30,KMCI,0.001
2026-01-31,KOJC,0.0
2026-01-31,KIXD,0.0
2026-01-31,KLWC,0.0
2026-01-31,KMCI,0.0
2026-01-31,KOJC,0.0
2026-01-31,KIXD,0.0
2026-01-31,KLWC,0.0
2026-01-31,KMCI,0.0
2026-02-01,KOJC,0.0
2026-02-01,KIXD,0.0
2026-02-01,KLWC,0.0
2026-02-01,KMCI,0.0
2026-02-01,KOJC,0.0
2026-02-01,KIXD,0.0
2026-02-01,KLWC,0.0
2026-02-01,KMCI,0.0
2026-02-02,KOJC,0.0
2026-02-02,KIXD,0.0
2026-02-02,KLWC,0.0
2026-02-02,KMCI,0.0
2026-02-02,KOJC,0.0
2026-02-02,KIXD,0.0
2026-02-02,KLWC,0.0
2026-02-02,KMCI,0.0
2026-02-03,KOJC,0.0
2026-02-03,KIXD,0.0
2026-02-03,KLWC,0.0
2026-02-03,KMCI,0.0
2026-02-03,KOJC,0.0
2026-02-03,KIXD,0.0
2026-02-03,KLWC,0.0
2026-02-03,KMCI,0.0
2026-02-04,KOJC,0.0
2026-02-04,KIXD,0.0
2026-02-04,KLWC,0.0
2026-02-04,KMCI,0.0
2026-02-04,KOJC,0.0
2026-02-04,KIXD,0.0
2026-02-04,KLWC,0.0
2026-02-04,KMCI,0.0
2026-02-05,KOJC,0.0
2026-02-05,KIXD,0.0
2026-02-05,KLWC,0.0
2026-02-05,KMCI,0.0
2026-02-05,KOJC,0.0
2026-02-05,KIXD,0.0
2026-02-05,KLWC,0.0
2026-02-05,KMCI,0.0
2026-02-06,KOJC,0.0
2026-02-06,KIXD,0.0
2026-02-06,KLWC,0.0
2026-02-06,KMCI,0.0
2026-02-06,KOJC,0.0
2026-02-06,KIXD,0.0
2026-02-06,KLWC,0.0
2026-02-06,KMCI,0.0
2026-02-07,KOJC,0.0
2026-02-07,KIXD,0.0
2026-02-07,KLWC,0.0
2026-02-07,KMCI,0.0
2026-02-07,KOJC,0.0
2026-02-07,KIXD,0.0
2026-02-07,KLWC,0.0
2026-02-07,KMCI,0.0
2026-02-08,KOJC,0.0
2026-02-08,KIXD,0.0
2026-02-08,KLWC,0.0
2026-02-08,KMCI,0.0
2026-02-08,KOJC,0.0
2026-02-08,KIXD,0.0
2026-02-08,KLWC,0.0
2026-02-08,KMCI,0.0
2026-02-09,KOJC,0.0
2026-02-09,KIXD,0.0
2026-02-09,KLWC,0.0
2026-02-09,KMCI,0.0
2026-02-09,KOJC,0.0
2026-02-09,KIXD,0.0
2026-02-09,KLWC,0.0
2026-02-09,KMCI,0.0
2026-02-10,KOJC,0.0
2026-02-10,KIXD,0.0
2026-02-10,KLWC,0.0
2026-02-10,KMCI,0.0
2026-02-10,KOJC,0.0
2026-02-10,KIXD,0.0
2026-02-10,KLWC,0.0
2026-02-10,KMCI,0.0
2026-02-11,KOJC,0.0
2026-02-11,KIXD,0.0
2026-02-11,KLWC,0.0
2026-02-11,KMCI,0.0
2026-02-11,KOJC,0.0
2026-02-11,KIXD,0.0
2026-02-11,KLWC,0.0
2026-02-11,KMCI,0.0
2026-02-12,KOJC,0.0
2026-02-12,KIXD,0.0
2026-02-12,KLWC,0.0
2026-02-12,KMCI,0.0
2026-02-12,KOJC,0.0
2026-02-12,KIXD,0.0
2026-02-12,KLWC,0.0
2026-02-12,KMCI,0.0
2026-02-13,KOJC,0.0
2026-02-13,KIXD,0.0
2026-02-13,KLWC,0.001
2026-02-13,KMCI,0.0
2026-02-13,KOJC,0.0
2026-02-13,KIXD,0.0
2026-02-13,KLWC,0.001
2026-02-13,KMCI,0.0
2026-02-14,KOJC,1.19
2026-02-14,KIXD,1.59
2026-02-14,KLWC,1.43
2026-02-14,KMCI,0.59
2026-02-14,KOJC,1.19
2026-02-14,KIXD,1.59
2026-02-14,KLWC,1.43
2026-02-14,KMCI,0.59
2026-02-15,KOJC,0.0
2026-02-15,KIXD,0.0
2026-02-15,KLWC,0.0
2026-02-15,KMCI,0.0
2026-02-15,KOJC,0.0
2026-02-15,KIXD,0.0
2026-02-15,KLWC,0.0
2026-02-15,KMCI,0.0
2026-02-16,KOJC,0.0
2026-02-16,KIXD,0.0
2026-02-16,KLWC,0.0
2026-02-16,KMCI,0.0
2026-02-16,KOJC,0.0
2026-02-16,KIXD,0.0
2026-02-16,KLWC,0.0
2026-02-16,KMCI,0.001
2026-02-17,KOJC,0.0
2026-02-17,KIXD,0.001
2026-02-17,KLWC,0.0
2026-02-17,KMCI,0.001
2026-02-17,KOJC,0.0
2026-02-17,KIXD,0.001
2026-02-17,KLWC,0.0
2026-02-17,KMCI,0.001
2026-02-18,KOJC,0.0
2026-02-18,KIXD,0.0
2026-02-18,KLWC,0.0
2026-02-18,KMCI,0.0
2026-02-18,KOJC,0.0
2026-02-18,KIXD,0.0
2026-02-18,KLWC,0.0
2026-02-18,KMCI,0.0
2026-02-19,KOJC,0.0
2026-02-19,KIXD,0.0
2026-02-19,KLWC,0.0
2026-02-19,KMCI,0.001
2026-02-19,KOJC,0.0
2026-02-19,KIXD,0.0
2026-02-19,KLWC,0.0
2026-02-19,KMCI,0.001
2026-02-20,KOJC,0.0
2026-02-20,KIXD,0.0
2026-02-20,KLWC,0.0
2026-02-20,KMCI,0.0
2026-02-20,KOJC,0.0
2026-02-20,KIXD,0.0
2026-02-20,KLWC,0.0
2026-02-20,KMCI,0.0
2026-02-21,KOJC,0.001
2026-02-21,KIXD,0.001
2026-02-21,KLWC,0.0
2026-02-21,KMCI,0.001
2026-02-21,KOJC,0.001
2026-02-21,KIXD,0.001
2026-02-21,KLWC,0.0
2026-02-21,KMCI,0.001
2026-02-22,KOJC,0.0
2026-02-22,KIXD,0.0
2026-02-22,KLWC,0.0
2026-02-22,KMCI,0.0
2026-02-22,KOJC,0.0
2026-02-22,KIXD,0.0
2026-02-22,KLWC,0.0
2026-02-22,KMCI,0.0
2026-02-23,KOJC,0.0
2026-02-23,KIXD,0.0
2026-02-23,KLWC,0.0
2026-02-23,KMCI,0.0
2026-02-23,KOJC,0.0
2026-02-23,KIXD,0.0
2026-02-23,KLWC,0.0
2026-02-23,KMCI,0.0
2026-02-24,KOJC,0.0
2026-02-24,KIXD,0.0
2026-02-24,KLWC,0.0
2026-02-24,KMCI,0.0
2026-02-24,KOJC,0.0
2026-02-24,KIXD,0.0
2026-02-24,KLWC,0.0
2026-02-24,KMCI,0.0
2026-02-25,KOJC,0.0
2026-02-25,KIXD,0.01
2026-02-25,KLWC,0.0
2026-02-25,KMCI,0.0
2026-02-25,KOJC,0.0
2026-02-25,KIXD,0.01
2026-02-25,KLWC,0.0
2026-02-25,KMCI,0.0
2026-02-26,KOJC,0.0
2026-02-26,KIXD,0.0
2026-02-26,KLWC,0.0
2026-02-26,KMCI,0.0
2026-02-26,KOJC,0.0
2026-02-26,KIXD,0.0
2026-02-26,KLWC,0.0
2026-02-26,KMCI,0.0
2026-02-27,KOJC,0.0
2026-02-27,KIXD,0.0
2026-02-27,KLWC,0.0
2026-02-27,KMCI,0.0
2026-02-27,KOJC,0.0
2026-02-27,KIXD,0.0
2026-02-27,KLWC,0.0
2026-02-27,KMCI,0.0
2026-02-28,KOJC,0.01
2026-02-28,KIXD,0.01
2026-02-28,KLWC,0.01
2026-02-28,KMCI,0.0
2026-02-28,KOJC,0.01
2026-02-28,KIXD,0.01
2026-02-28,KLWC,0.01
2026-02-28,KMCI,0.0
2026-03-01,KOJC,0.58
2026-03-01,KIXD,0.31
2026-03-01,KLWC,0.0
2026-03-01,KMCI,0.0
2026-03-01,KOJC,0.58
2026-03-01,KIXD,0.31
2026-03-01,KLWC,0.0
2026-03-01,KMCI,0.0
2026-03-02,KOJC,0.0
2026-03-02,KIXD,0.001
2026-03-02,KLWC,0.0
2026-03-02,KMCI,0.02
2026-03-02,KOJC,0.0
2026-03-02,KIXD,0.001
2026-03-02,KLWC,0.0
2026-03-02,KMCI,0.02
2026-03-03,KOJC,0.03
2026-03-03,KIXD,0.13
2026-03-03,KLWC,0.09
2026-03-03,KMCI,0.26
2026-03-03,KOJC,0.03
2026-03-03,KIXD,0.13
2026-03-03,KLWC,0.09
2026-03-03,KMCI,0.26
2026-03-04,KOJC,0.06
2026-03-04,KIXD,0.1
2026-03-04,KLWC,0.02
2026-03-04,KMCI,0.06
2026-03-04,KOJC,0.06
2026-03-04,KIXD,0.1
2026-03-04,KLWC,0.03
2026-03-04,KMCI,0.06
2026-03-05,KOJC,0.0
2026-03-05,KIXD,0.0
2026-03-05,KLWC,0.01
2026-03-05,KMCI,0.02
2026-03-05,KOJC,0.0
2026-03-05,KIXD,0.0
2026-03-05,KLWC,0.01
2026-03-05,KMCI,0.02
2026-03-06,KOJC,1.77
2026-03-06,KIXD,1.58
2026-03-06,KLWC,1.03
2026-03-06,KMCI,0.74
2026-03-06,KOJC,1.77
2026-03-06,KIXD,1.58
2026-03-06,KLWC,1.03
2026-03-06,KMCI,0.74
2026-03-07,KOJC,0.07
2026-03-07,KIXD,0.12
2026-03-07,KLWC,0.0
2026-03-07,KMCI,0.06
2026-03-07,KOJC,0.07
2026-03-07,KIXD,0.12
2026-03-07,KLWC,0.0
2026-03-07,KMCI,0.06
2026-03-08,KOJC,0.0
2026-03-08,KIXD,0.0
2026-03-08,KLWC,0.0
2026-03-08,KMCI,0.0
2026-03-08,KOJC,0.0
2026-03-08,KIXD,0.0
2026-03-08,KLWC,0.0
2026-03-08,KMCI,0.0
2026-03-09,KOJC,0.0
2026-03-09,KIXD,0.0
2026-03-09,KLWC,0.0
2026-03-09,KMCI,0.0
2026-03-09,KOJC,0.0
2026-03-09,KIXD,0.0
2026-03-09,KLWC,0.0
2026-03-09,KMCI,0.0
2026-03-10,KOJC,2.83
2026-03-10,KIXD,1.34
2026-03-10,KLWC,0.22
2026-03-10,KMCI,0.23
2026-03-10,KOJC,2.83
2026-03-10,KIXD,1.34
2026-03-10,KLWC,0.22
2026-03-10,KMCI,0.23
2026-03-11,KOJC,0.44
2026-03-11,KIXD,0.45
2026-03-11,KLWC,0.07
2026-03-11,KMCI,0.16
2026-03-11,KOJC,0.44
2026-03-11,KIXD,0.45
2026-03-11,KLWC,0.07
2026-03-11,KMCI,0.16
2026-03-12,KOJC,0.0
2026-03-12,KIXD,0.0
2026-03-12,KLWC,0.0
2026-03-12,KMCI,0.001
2026-03-12,KOJC,0.0
2026-03-12,KIXD,0.0
2026-03-12,KLWC,0.0
2026-03-12,KMCI,0.001
2026-03-13,KOJC,0.0
2026-03-13,KIXD,0.0
2026-03-13,KLWC,0.0
2026-03-13,KMCI,0.0
2026-03-13,KOJC,0.0
2026-03-13,KIXD,0.0
2026-03-13,KLWC,0.0
2026-03-13,KMCI,0.0
2026-03-14,KOJC,0.0
2026-03-14,KIXD,0.0
2026-03-14,KLWC,0.0
2026-03-14,KMCI,0.0
2026-03-14,KOJC,0.0
2026-03-14,KIXD,0.0
2026-03-14,KLWC,0.0
2026-03-14,KMCI,0.0
2026-03-15,KOJC,0.01
2026-03-15,KIXD,0.001
2026-03-15,KLWC,0.001
2026-03-15,KMCI,0.09
2026-03-15,KOJC,0.01
2026-03-15,KIXD,0.001
2026-03-15,KLWC,0.001
2026-03-15,KMCI,0.09
2026-03-16,KOJC,0.0
2026-03-16,KIXD,0.0
2026-03-16,KLWC,0.0
2026-03-16,KMCI,0.01
2026-03-16,KOJC,0.0
2026-03-16,KIXD,0.0
2026-03-16,KLWC,0.0
2026-03-16,KMCI,0.01
2026-03-17,KOJC,0.001
2026-03-17,KIXD,0.001
2026-03-17,KLWC,0.001
2026-03-17,KMCI,0.001
2026-03-17,KOJC,0.001
2026-03-17,KIXD,0.001
2026-03-17,KLWC,0.001
2026-03-17,KMCI,0.001
2026-03-18,KOJC,0.0
2026-03-18,KIXD,0.001
2026-03-18,KLWC,0.0
2026-03-18,KMCI,0.001
2026-03-18,KOJC,0.0
2026-03-18,KIXD,0.001
2026-03-18,KLWC,0.0
2026-03-18,KMCI,0.001
2026-03-19,KOJC,0.0
2026-03-19,KIXD,0.0
2026-03-19,KLWC,0.0
2026-03-19,KMCI,0.0
2026-03-19,KOJC,0.0
2026-03-19,KIXD,0.0
2026-03-19,KLWC,0.0
2026-03-19,KMCI,0.0
2026-03-20,KOJC,0.0
2026-03-20,KIXD,0.0
2026-03-20,KLWC,0.0
2026-03-20,KMCI,0.0
2026-03-20,KOJC,0.0
2026-03-20,KIXD,0.0
2026-03-20,KLWC,0.0
2026-03-20,KMCI,0.0
2026-03-21,KOJC,0.0
2026-03-21,KIXD,0.0
2026-03-21,KLWC,0.0
2026-03-21,KMCI,0.0
2026-03-21,KOJC,0.0
2026-03-21,KIXD,0.0
2026-03-21,KLWC,0.0
2026-03-21,KMCI,0.0
2026-03-22,KOJC,0.0
2026-03-22,KIXD,0.0
2026-03-22,KLWC,0.0
2026-03-22,KMCI,0.0
2026-03-22,KOJC,0.0
2026-03-22,KIXD,0.0
2026-03-22,KLWC,0.0
2026-03-22,KMCI,0.0
2026-03-23,KOJC,0.0
2026-03-23,KIXD,0.0
2026-03-23,KLWC,0.0
2026-03-23,KMCI,0.0
2026-03-23,KOJC,0.0
2026-03-23,KIXD,0.0
2026-03-23,KLWC,0.0
2026-03-23,KMCI,0.0
2026-03-24,KOJC,0.0
2026-03-24,KIXD,0.0
2026-03-24,KLWC,0.0
2026-03-24,KMCI,0.0
2026-03-24,KOJC,0.0
2026-03-24,KIXD,0.0
2026-03-24,KLWC,0.0
2026-03-24,KMCI,0.0
2026-03-25,KOJC,0.0
2026-03-25,KIXD,0.0
2026-03-25,KLWC,0.0
2026-03-25,KMCI,0.0
2026-03-25,KOJC,0.0
2026-03-25,KIXD,0.0
2026-03-25,KLWC,0.0
2026-03-25,KMCI,0.0
2026-03-26,KOJC,0.0
2026-03-26,KIXD,0.0
2026-03-26,KLWC,0.0
2026-03-26,KMCI,0.21
2026-03-26,KOJC,0.0
2026-03-26,KIXD,0.0
2026-03-26,KLWC,0.0
2026-03-26,KMCI,0.21
2026-03-27,KOJC,0.01
2026-03-27,KIXD,0.001
2026-03-27,KLWC,0.001
2026-03-27,KMCI,0.01
2026-03-27,KOJC,0.01
2026-03-27,KIXD,0.001
2026-03-27,KLWC,0.001
2026-03-27,KMCI,0.01
2026-03-28,KOJC,0.0
2026-03-28,KIXD,0.0
2026-03-28,KLWC,0.0
2026-03-28,KMCI,0.0
2026-03-28,KOJC,0.0
2026-03-28,KIXD,0.0
2026-03-28,KLWC,0.0
2026-03-28,KMCI,0.0
2026-03-29,KOJC,0.0
2026-03-29,KIXD,0.0
2026-03-29,KLWC,0.0
2026-03-29,KMCI,0.0
2026-03-29,KOJC,0.0
2026-03-29,KIXD,0.0
2026-03-29,KLWC,0.0
2026-03-29,KMCI,0.0
2026-03-30,KOJC,0.0
2026-03-30,KIXD,0.0
2026-03-30,KLWC,0.0
2026-03-30,KMCI,0.0
2026-03-30,KOJC,0.0
2026-03-30,KIXD,0.0
2026-03-30,KLWC,0.0
2026-03-30,KMCI,0.0
2026-03-31,KOJC,0.0
2026-03-31,KIXD,0.001
2026-03-31,KLWC,0.06
2026-03-31,KMCI,0.001
2026-03-31,KOJC,0.0
2026-03-31,KIXD,0.001
2026-03-31,KLWC,0.06
2026-03-31,KMCI,0.001
2026-04-01,KOJC,0.43
2026-04-01,KIXD,0.33
2026-04-01,KLWC,0.32
2026-04-01,KMCI,0.85
2026-04-01,KOJC,0.43
2026-04-01,KIXD,0.33
2026-04-01,KLWC,0.32
2026-04-01,KMCI,0.85
2026-04-02,KOJC,0.34
2026-04-02,KIXD,0.49
2026-04-02,KLWC,0.19
2026-04-02,KMCI,0.35
2026-04-02,KOJC,0.34
2026-04-02,KIXD,0.49
2026-04-02,KLWC,0.19
2026-04-02,KMCI,0.35
2026-04-03,KOJC,0.03
2026-04-03,KIXD,0.09
2026-04-03,KLWC,0.22
2026-04-03,KMCI,0.31
2026-04-03,KOJC,0.03
2026-04-03,KIXD,0.09
2026-04-03,KLWC,0.22
2026-04-03,KMCI,0.31
2026-04-04,KOJC,0.0
2026-04-04,KIXD,0.0
2026-04-04,KLWC,0.0
2026-04-04,KMCI,0.0
2026-04-04,KOJC,0.0
2026-04-04,KIXD,0.0
2026-04-04,KLWC,0.0
2026-04-04,KMCI,0.0
2026-04-05,KOJC,0.0
2026-04-05,KIXD,0.0
2026-04-05,KLWC,0.0
2026-04-05,KMCI,0.0
2026-04-05,KOJC,0.0
2026-04-05,KIXD,0.0
2026-04-05,KLWC,0.0
2026-04-05,KMCI,0.0
2026-04-06,KOJC,0.0
2026-04-06,KIXD,0.0
2026-04-06,KLWC,0.0
2026-04-06,KMCI,0.0
2026-04-06,KOJC,0.0
2026-04-06,KIXD,0.0
2026-04-06,KLWC,0.0
2026-04-06,KMCI,0.0
2026-04-07,KOJC,0.0
2026-04-07,KIXD,0.0
2026-04-07,KLWC,0.0
2026-04-07,KMCI,0.0
2026-04-07,KOJC,0.0
2026-04-07,KIXD,0.0
2026-04-07,KLWC,0.0
2026-04-07,KMCI,0.0
2026-04-08,KOJC,0.0
2026-04-08,KIXD,0.0
2026-04-08,KLWC,0.0
2026-04-08,KMCI,0.0
2026-04-08,KOJC,0.0
2026-04-08,KIXD,0.0
2026-04-08,KLWC,0.0
2026-04-08,KMCI,0.0
2026-04-09,KOJC,0.17
2026-04-09,KIXD,0.2
2026-04-09,KLWC,0.94
2026-04-09,KMCI,0.7
2026-04-09,KOJC,0.17
2026-04-09,KIXD,0.2
2026-04-09,KLWC,0.94
2026-04-09,KMCI,0.7
2026-04-10,KOJC,1.24
2026-04-10,KIXD,1.15
2026-04-10,KLWC,0.89
2026-04-10,KMCI,0.63
2026-04-10,KOJC,1.24
2026-04-10,KIXD,1.15
2026-04-10,KLWC,0.89
2026-04-10,KMCI,0.63
2026-04-11,KOJC,0.0
2026-04-11,KIXD,0.0
2026-04-11,KLWC,0.01
2026-04-11,KMCI,0.001
2026-04-11,KOJC,0.0
2026-04-11,KIXD,0.0
2026-04-11,KLWC,0.01
2026-04-11,KMCI,0.001
2026-04-12,KOJC,0.36
2026-04-12,KIXD,0.56
2026-04-12,KLWC,0.32
2026-04-12,KMCI,0.52
2026-04-12,KOJC,0.36
2026-04-12,KIXD,0.56
2026-04-12,KLWC,0.32
2026-04-12,KMCI,0.52
2026-04-13,KOJC,0.59
2026-04-13,KIXD,1.0
2026-04-13,KLWC,0.03
2026-04-13,KMCI,0.001
2026-04-13,KOJC,0.59
2026-04-13,KIXD,1.0
2026-04-13,KLWC,0.03
2026-04-13,KMCI,0.001
2026-04-14,KOJC,0.0
2026-04-14,KIXD,0.0
2026-04-14,KLWC,0.0
2026-04-14,KMCI,0.001
2026-04-14,KOJC,0.0
2026-04-14,KIXD,0.0
2026-04-14,KLWC,0.0
2026-04-14,KMCI,0.001
2026-04-15,KOJC,0.07
2026-04-15,KIXD,0.001
2026-04-15,KLWC,0.01
2026-04-15,KMCI,0.01
2026-04-15,KOJC,0.07
2026-04-15,KIXD,0.001
2026-04-15,KLWC,0.01
2026-04-15,KMCI,0.01
2026-04-16,KOJC,0.0
2026-04-16,KIXD,0.0
2026-04-16,KLWC,0.0
2026-04-16,KMCI,0.0
2026-04-16,KOJC,0.0
2026-04-16,KIXD,0.0
2026-04-16,KLWC,0.0
2026-04-16,KMCI,0.0
2026-04-17,KOJC,1.1
2026-04-17,KIXD,0.75
2026-04-17,KLWC,0.44
2026-04-17,KMCI,0.02
2026-04-17,KOJC,1.1
2026-04-17,KIXD,0.75
2026-04-17,KLWC,0.44
2026-04-17,KMCI,0.02
2026-04-18,KOJC,0.0
2026-04-18,KIXD,0.001
2026-04-18,KLWC,0.001
2026-04-18,KMCI,0.0
2026-04-18,KOJC,0.0
2026-04-18,KIXD,0.001
2026-04-18,KLWC,0.001
2026-04-18,KMCI,0.0
2026-04-19,KOJC,0.0
2026-04-19,KIXD,0.0
2026-04-19,KLWC,0.0
2026-04-19,KMCI,0.0
2026-04-19,KOJC,0.0
2026-04-19,KIXD,0.0
2026-04-19,KLWC,0.0
2026-04-19,KMCI,0.0
2026-04-20,KOJC,0.0
2026-04-20,KIXD,0.0
2026-04-20,KLWC,0.0
2026-04-20,KMCI,0.0
2026-04-20,KOJC,0.0
2026-04-20,KIXD,0.0
2026-04-20,KLWC,0.0
2026-04-20,KMCI,0.0
2026-04-21,KOJC,0.0
2026-04-21,KIXD,0.0
2026-04-21,KLWC,0.0
2026-04-21,KMCI,0.0
2026-04-21,KOJC,0.0
2026-04-21,KIXD,0.0
2026-04-21,KLWC,0.0
2026-04-21,KMCI,0.0
2026-04-22,KOJC,0.0
2026-04-22,KIXD,0.0
2026-04-22,KLWC,0.0
2026-04-22,KMCI,0.0
2026-04-22,KOJC,0.0
2026-04-22,KIXD,0.0
2026-04-22,KLWC,0.0
2026-04-22,KMCI,0.0
2026-04-23,KOJC,1.25
2026-04-23,KIXD,1.07
2026-04-23,KLWC,0.72
2026-04-23,KMCI,0.55
2026-04-23,KOJC,1.25
2026-04-23,KIXD,1.07
2026-04-23,KLWC,0.72
2026-04-23,KMCI,0.55
2026-04-24,KOJC,0.0
2026-04-24,KIXD,0.0
2026-04-24,KLWC,0.0
2026-04-24,KMCI,0.0
2026-04-24,KOJC,0.0
2026-04-24,KIXD,0.0
2026-04-24,KLWC,0.0
2026-04-24,KMCI,0.0
2026-04-25,KOJC,0.0
2026-04-25,KIXD,0.0
2026-04-25,KLWC,0.0
2026-04-25,KMCI,0.0
2026-04-25,KOJC,0.0
2026-04-25,KIXD,0.0
2026-04-25,KLWC,0.0
2026-04-25,KMCI,0.0
2026-04-26,KOJC,0.69
2026-04-26,KIXD,0.87
2026-04-26,KLWC,0.57
2026-04-26,KMCI,0.35
2026-04-26,KOJC,0.69
2026-04-26,KIXD,0.87
2026-04-26,KLWC,0.57
2026-04-26,KMCI,0.35
2026-04-27,KOJC,0.95
2026-04-27,KIXD,0.92
2026-04-27,KLWC,2.97
2026-04-27,KMCI,3.21
2026-04-27,KOJC,0.95
2026-04-27,KIXD,0.92
2026-04-27,KLWC,2.97
2026-04-27,KMCI,3.21
2026-04-28,KOJC,0.0
2026-04-28,KIXD,0.0
2026-04-28,KLWC,0.0
2026-04-28,KMCI,0.0
2026-04-28,KOJC,0.0
2026-04-28,KIXD,0.0
2026-04-28,KLWC,0.0
2026-04-28,KMCI,0.0
2026-04-29,KOJC,0.0
2026-04-29,KIXD,0.0
2026-04-29,KLWC,0.0
2026-04-29,KMCI,0.0
2026-04-29,KOJC,0.0
2026-04-29,KIXD,0.0
2026-04-29,KLWC,0.0
2026-04-29,KMCI,0.0
2026-04-30,KOJC,0.0
2026-04-30,KIXD,0.0
2026-04-30,KLWC,0.0
2026-04-30,KMCI,0.0
2026-04-30,KOJC,0.0
2026-04-30,KIXD,0.0
2026-04-30,KLWC,0.0
2026-04-30,KMCI,0.0
2026-05-01,KOJC,0.0
2026-05-01,KIXD,0.0
2026-05-01,KLWC,0.0
2026-05-01,KMCI,0.0
2026-05-01,KOJC,0.0
2026-05-01,KIXD,0.0
2026-05-01,KLWC,0.0
2026-05-01,KMCI,0.0
2026-05-02,KOJC,0.0
2026-05-02,KIXD,0.0
2026-05-02,KLWC,0.0
2026-05-02,KMCI,0.0
2026-05-02,KOJC,0.0
2026-05-02,KIXD,0.0
2026-05-02,KLWC,0.0
2026-05-02,KMCI,0.0
2026-05-03,KOJC,0.0
2026-05-03,KIXD,0.0
2026-05-03,KLWC,0.0
2026-05-03,KMCI,0.001
2026-05-03,KOJC,0.0
2026-05-03,KIXD,0.0
2026-05-03,KLWC,0.0
2026-05-03,KMCI,0.001
2026-05-04,KOJC,0.12
2026-05-04,KIXD,0.21
2026-05-04,KLWC,0.01
2026-05-04,KMCI,0.0
2026-05-04,KOJC,0.12
2026-05-04,KIXD,0.21
2026-05-04,KLWC,0.01
2026-05-04,KMCI,0.0
2026-05-05,KOJC,0.74
2026-05-05,KIXD,0.0
2026-05-05,KLWC,0.34
2026-05-05,KMCI,0.31
2026-05-05,KOJC,0.74
2026-05-05,KIXD,0.0
2026-05-05,KLWC,0.34
2026-05-05,KMCI,0.31
2026-05-06,KOJC,0.01
2026-05-06,KIXD,0.02
2026-05-06,KLWC,0.001
2026-05-06,KMCI,0.001
2026-05-06,KOJC,0.01
2026-05-06,KIXD,0.02
2026-05-06,KLWC,0.001
2026-05-06,KMCI,0.001
2026-05-07,KOJC,0.0
2026-05-07,KIXD,0.0
2026-05-07,KLWC,0.0
2026-05-07,KMCI,0.0
2026-05-07,KOJC,0.0
2026-05-07,KIXD,0.0
2026-05-07,KLWC,0.0
2026-05-07,KMCI,0.0
2026-05-08,KOJC,0.001
2026-05-08,KIXD,0.001
